image_path,current_label,caption,material_mentions,confidence,garment_id,split,reason
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00000449-01_1_front.jpg,Mixed Fabrics,The lady is wearing a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. It has a round neckline. The shorts the lady wear,Cotton,LOW,00000449-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00001182-01_4_full.jpg,Mixed Fabrics,This lady wears a long-sleeve shirt with graphic patterns. The shirt is with cotton fabric. It has a round neckline. This lady wears a long trousers. ,Cotton,LOW,00001182-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00002369-01_2_side.jpg,Mixed Fabrics,"Her tank top has no sleeves, cotton fabric and graphic patterns. It has a round neckline. The female wears a three-point shorts. The shorts are with d",Cotton,LOW,00002369-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00003024-01_4_full.jpg,Mixed Fabrics,"The tank shirt this female wears has sleeves cut off, its fabric is cotton, and it has graphic patterns. The tank shirt has a round neckline. This fem",Cotton,LOW,00003024-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00003094-01_1_front.jpg,Mixed Fabrics,This female is wearing a sleeveless tank top with graphic patterns. The tank top is with cotton fabric and its neckline is crew. The shorts this femal,Cotton,LOW,00003094-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00003244-01_2_side.jpg,Mixed Fabrics,The female is wearing a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. The female wears a three-point pants. The pants,Cotton,LOW,00003244-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00003244-01_3_back.jpg,Mixed Fabrics,This person wears a short-sleeve T-shirt with solid color patterns. The T-shirt is with cotton fabric. The pants this person wears is of three-point l,Cotton,LOW,00003244-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00003256-02_7_additional.jpg,Mixed Fabrics,The lady wears a long-sleeve shirt with graphic patterns. The shirt is with cotton fabric. It has a crew neckline. The lady wears a long trousers. The,Cotton,LOW,00003256-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00003282-01_4_full.jpg,Mixed Fabrics,The shirt this person wears has short sleeves and it is with cotton fabric and graphic patterns. The neckline of the shirt is crew. This person wears ,Cotton,LOW,00003282-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00004417-01_4_full.jpg,Mixed Fabrics,The lady is wearing a short-sleeve T-shirt with graphic patterns and a long pants. The T-shirt is with cotton fabric and its neckline is crew. The pan,Cotton,LOW,00004417-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00004854-01_4_full.jpg,Mixed Fabrics,This person is wearing a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. It has a round neckline. The trousers this per,Cotton,LOW,00004854-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00004978-01_4_full.jpg,Mixed Fabrics,"Her shirt has short sleeves, cotton fabric and graphic patterns. It has a crew neckline. The pants the lady wears is of long length. The pants are wit",Cotton,LOW,00004978-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00005565-01_7_additional.jpg,Mixed Fabrics,"The tank shirt this person wears has no sleeves and its fabric is cotton. The pattern of it is graphic. This person wears a three-point pants, with de",Cotton,LOW,00005565-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00005791-01_4_full.jpg,Mixed Fabrics,This female is wearing a short-sleeve shirt with graphic patterns and a three-point pants. The shirt is with cotton fabric. The neckline of the shirt ,Cotton,LOW,00005791-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00005871-01_2_side.jpg,Mixed Fabrics,The female is wearing a sleeveless tank top with graphic patterns. The tank top is with cotton fabric. The female wears a three-point pants. The pants,Cotton,LOW,00005871-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00005911-01_4_full.jpg,Mixed Fabrics,This lady is wearing a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric and its neckline is crew. This lady wears a long ,Cotton,LOW,00005911-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00006270-01_1_front.jpg,Mixed Fabrics,"The shirt this female wears has short sleeves, its fabric is cotton, and it has graphic patterns. The shirt has a round neckline. This female wears a ",Cotton,LOW,00006270-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00006415-01_4_full.jpg,Mixed Fabrics,This woman is wearing a tank tank shirt with graphic patterns and a three-point shorts. The tank shirt is with cotton fabric. The neckline of the tank,Cotton,LOW,00006415-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00006434-02_2_side.jpg,Mixed Fabrics,"The upper clothing has short sleeves, cotton fabric and graphic patterns. The neckline of it is round. The lower clothing is of three-point length. Th",Cotton,LOW,00006434-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00006671-01_4_full.jpg,Mixed Fabrics,The T-shirt this person wears has short sleeves and its fabric is cotton. The pattern of it is graphic. It has a crew neckline. This person wears a th,Cotton,LOW,00006671-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00006884-01_2_side.jpg,Mixed Fabrics,"The T-shirt the person wears has short sleeves and its fabric is cotton. The pattern of it is graphic. The person wears a three-point shorts, with den",Cotton,LOW,00006884-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00007971-01_1_front.jpg,Mixed Fabrics,This person wears a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. It has a round neckline. The shorts this person wea,Cotton,LOW,00007971-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00000356-03_3_back.jpg,Mixed Fabrics,This lady is wearing a long-sleeve sweater with mixed patterns and a three-point shorts. The sweater is with mixed fabric and its neckline is lapel. T,,LOW,00000356-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00001073-01_1_front.jpg,Mixed Fabrics,This female wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric and it has a round neckline. The outer clothing is wit,Cotton,LOW,00001073-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00001664-02_7_additional.jpg,Mixed Fabrics,This female wears a long-sleeve shirt with pure color patterns and a long pants. The shirt is with cotton fabric. The neckline of the shirt is crew. T,Cotton,LOW,00001664-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00002196-03_1_front.jpg,Mixed Fabrics,This female wears a long-sleeve sweater with solid color patterns. The sweater is with cotton fabric. It has a crew neckline. This female wears a shor,Cotton,LOW,00002196-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00002325-03_4_full.jpg,Mixed Fabrics,The female is wearing a long-sleeve shirt with other patterns and a long pants. The shirt is with mixed fabric. The pants are with denim fabric and pu,Denim,LOW,00002325-03,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00002416-01_4_full.jpg,Mixed Fabrics,"Her shirt has long sleeves, cotton fabric and lattice patterns. It has a v-shape neckline. The person wears a three-point shorts. The shorts are with ",Cotton,LOW,00002416-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00002666-01_4_full.jpg,Mixed Fabrics,This person is wearing a sleeveless tank shirt with pure color patterns and a long pants. The tank shirt is with cotton fabric. The neckline of the ta,Cotton,LOW,00002666-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00004614-02_3_back.jpg,Mixed Fabrics,This person is wearing a long-sleeve shirt with other patterns. The shirt is with mixed fabric. This person wears a three-quarter pants. The pants are,,LOW,00004614-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00004752-01_1_front.jpg,Mixed Fabrics,The sweater the female wears has long sleeves and it is with other fabric and other patterns. The neckline of the sweater is suspenders. The female we,,LOW,00004752-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00005061-02_1_front.jpg,Mixed Fabrics,The lady is wearing a long-sleeve shirt with other patterns. The shirt is with cotton fabric and its neckline is crew. The trousers the lady wears is ,Cotton,LOW,00005061-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00005091-02_3_back.jpg,Mixed Fabrics,The female wears a long-sleeve sweater with graphic patterns. The sweater is with cotton fabric. It has a lapel neckline. This female also wears an ou,Cotton,LOW,00005091-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00005263-04_2_side.jpg,Mixed Fabrics,"The upper clothing has long sleeves, cotton fabric and pure color patterns. It has a v-shape neckline. The lower clothing is of three-point length. Th",Cotton,LOW,00005263-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00006460-02_1_front.jpg,Mixed Fabrics,The lady is wearing a long-sleeve sweater with striped patterns. The sweater is with cotton fabric and its neckline is crew. The shorts the lady wears,Cotton,LOW,00006460-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00006499-01_7_additional.jpg,Mixed Fabrics,This lady wears a long-sleeve shirt with striped patterns. The shirt is with cotton fabric. It has a crew neckline. This lady wears a three-point pant,Cotton,LOW,00006499-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00007187-02_1_front.jpg,Mixed Fabrics,"Her tank top has sleeves cut off, cotton fabric and pure color patterns. It has a crew neckline. The shorts this lady wears is of three-point length. ",Cotton,LOW,00007187-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Jackets_Coats-id_00007674-05_7_additional.jpg,Mixed Fabrics,"The shirt this female wears has long sleeves, its fabric is cotton, and it has solid color patterns. The shirt has a crew neckline. This female wears ",Cotton,LOW,00007674-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Leggings-id_00001032-05_7_additional.jpg,Mixed Fabrics,"The upper clothing has long sleeves, cotton fabric and graphic patterns. The neckline of it is v-shape. The lower clothing is of long length. The fabr",Cotton,LOW,00001032-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Leggings-id_00005576-01_7_additional.jpg,Mixed Fabrics,The person is wearing a short-sleeve shirt with color block patterns. The shirt is with cotton fabric. It has a crew neckline. The person wears a long,Cotton,LOW,00005576-01,train,caption does not support assigned label
